N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
48,20,28,33.54,30.56,7.46,190.98,Maharashtra,Summer,rainfed,low,bajra
42,25,24,34.99,43.11,6.88,157.98,Maharashtra,Summer,rainfed,low,bajra
65,23,25,33.27,36.76,7.98,138.97,Maharashtra,Summer,rainfed,low,bajra
41,23,27,31.3,40.11,7.48,121.79,Maharashtra,Summer,rainfed,low,bajra
46,26,27,31.69,39.56,7.13,166.98,Maharashtra,Summer,rainfed,low,bajra
53,24,27,31.88,40.68,7.45,205.32,Maharashtra,Summer,rainfed,low,bajra
48,25,23,30.95,37.33,7.53,167.21,Maharashtra,Summer,rainfed,low,bajra
52,24,23,31.12,36.96,6.71,181.68,Maharashtra,Summer,rainfed,low,bajra
62,19,26,32.91,39.77,7.0,173.86,Maharashtra,Summer,rainfed,low,bajra
53,28,23,30.43,40.59,6.85,174.61,Maharashtra,Summer,rainfed,low,bajra
36,23,23,32.0,39.96,7.42,164.93,Maharashtra,Summer,rainfed,low,bajra
55,24,32,34.58,37.86,7.19,142.23,Maharashtra,Summer,rainfed,low,bajra
52,22,22,29.25,37.54,7.69,146.45,Maharashtra,Summer,rainfed,low,bajra
49,26,22,32.54,42.26,7.38,172.82,Maharashtra,Summer,rainfed,low,bajra
58,27,23,31.98,46.08,7.38,154.22,Maharashtra,Summer,rainfed,low,bajra
44,25,27,32.52,37.1,7.13,177.81,Maharashtra,Summer,rainfed,low,bajra
54,27,26,30.73,40.0,7.7,143.91,Maharashtra,Summer,rainfed,low,bajra
57,27,28,32.58,42.25,6.64,150.77,Maharashtra,Summer,rainfed,low,bajra
55,26,29,32.26,36.99,6.57,143.63,Maharashtra,Summer,rainfed,low,bajra
53,28,20,34.26,35.43,7.2,136.73,Maharashtra,Summer,rainfed,low,bajra
53,25,27,35.27,40.46,7.01,160.76,Maharashtra,Summer,rainfed,low,bajra
63,27,28,30.11,40.42,7.14,134.13,Maharashtra,Summer,rainfed,low,bajra
50,25,23,32.78,38.36,7.54,155.31,Maharashtra,Summer,rainfed,low,bajra
53,28,27,32.49,31.35,7.46,128.72,Maharashtra,Summer,rainfed,low,bajra
49,26,29,35.26,35.62,6.7,157.6,Maharashtra,Summer,rainfed,low,bajra
52,21,25,33.4,34.49,6.84,134.97,Maharashtra,Summer,rainfed,low,bajra
49,27,24,32.58,47.24,6.85,134.76,Maharashtra,Summer,rainfed,low,bajra
55,28,26,35.21,40.16,6.43,152.26,Maharashtra,Summer,rainfed,low,bajra
46,30,28,30.12,43.95,7.64,142.43,Maharashtra,Summer,rainfed,low,bajra
49,30,18,33.17,43.01,7.21,165.12,Maharashtra,Summer,rainfed,low,bajra
51,22,22,33.57,36.67,6.61,152.86,Maharashtra,Summer,rainfed,low,bajra
47,21,25,33.65,39.07,6.81,161.24,Maharashtra,Summer,rainfed,low,bajra
57,32,30,30.99,42.15,7.36,123.12,Maharashtra,Summer,rainfed,low,bajra
52,31,29,30.98,39.05,7.45,109.64,Maharashtra,Summer,rainfed,low,bajra
39,26,26,29.74,40.42,7.7,144.91,Maharashtra,Summer,rainfed,low,bajra
50,27,26,30.0,35.68,7.09,129.91,Maharashtra,Summer,rainfed,low,bajra
60,27,21,32.18,43.14,6.98,169.87,Maharashtra,Summer,rainfed,low,bajra
59,29,26,34.38,37.09,8.29,155.62,Maharashtra,Summer,rainfed,low,bajra
58,24,27,33.32,35.59,6.85,145.23,Maharashtra,Summer,rainfed,low,bajra
57,19,24,34.46,34.48,7.77,123.68,Maharashtra,Summer,rainfed,low,bajra
44,25,31,31.54,32.65,6.67,171.75,Maharashtra,Summer,rainfed,low,bajra
41,29,25,32.45,40.09,6.92,153.22,Maharashtra,Summer,rainfed,low,bajra
42,29,22,33.16,35.21,7.03,141.28,Maharashtra,Summer,rainfed,low,bajra
70,25,22,31.83,33.48,7.18,193.19,Maharashtra,Summer,rainfed,low,bajra
52,28,22,32.19,39.75,6.95,159.33,Maharashtra,Summer,rainfed,low,bajra
54,27,24,34.14,38.06,7.1,183.64,Maharashtra,Summer,rainfed,low,bajra
43,19,22,33.08,43.71,6.97,192.35,Maharashtra,Summer,rainfed,low,bajra
50,25,22,35.43,38.45,6.7,207.35,Maharashtra,Summer,rainfed,low,bajra
53,28,31,33.42,42.57,7.27,167.12,Maharashtra,Summer,rainfed,low,bajra
50,25,25,31.9,40.85,7.46,169.11,Maharashtra,Summer,rainfed,low,bajra
54,32,29,32.19,40.66,7.84,127.83,Maharashtra,Summer,rainfed,low,bajra
63,22,28,32.51,38.81,6.71,171.18,Maharashtra,Summer,rainfed,low,bajra
41,20,29,35.18,36.55,7.67,168.59,Maharashtra,Summer,rainfed,low,bajra
49,29,24,33.28,34.4,6.75,177.28,Maharashtra,Summer,rainfed,low,bajra
54,25,31,35.35,40.61,6.64,147.4,Maharashtra,Summer,rainfed,low,bajra
44,25,22,30.71,30.7,7.32,96.36,Maharashtra,Summer,rainfed,low,bajra
48,27,23,30.87,38.75,6.9,154.33,Maharashtra,Summer,rainfed,low,bajra
43,25,24,32.48,45.0,7.33,161.77,Maharashtra,Summer,rainfed,low,bajra
46,26,24,32.54,41.38,7.04,140.71,Maharashtra,Summer,rainfed,low,bajra
47,23,26,31.95,44.49,8.37,136.75,Maharashtra,Summer,rainfed,low,bajra
52,28,24,31.01,45.37,7.54,157.44,Maharashtra,Summer,rainfed,low,bajra
60,28,25,31.04,37.19,7.75,165.92,Maharashtra,Summer,rainfed,low,bajra
49,31,24,33.98,39.81,8.06,167.57,Maharashtra,Summer,rainfed,low,bajra
50,24,25,31.41,33.99,7.38,137.55,Maharashtra,Summer,rainfed,low,bajra
46,25,25,32.51,45.37,7.53,199.18,Maharashtra,Summer,rainfed,low,bajra
47,28,24,31.66,46.87,6.93,97.93,Maharashtra,Summer,rainfed,low,bajra
45,18,22,31.21,39.13,6.4,177.91,Maharashtra,Summer,rainfed,low,bajra
37,25,24,33.74,40.29,7.74,141.57,Maharashtra,Summer,rainfed,low,bajra
47,26,28,33.74,40.18,7.35,149.15,Maharashtra,Summer,rainfed,low,bajra
53,32,24,31.95,37.38,7.41,100.49,Maharashtra,Summer,rainfed,low,bajra
49,28,23,32.78,46.73,7.39,97.75,Maharashtra,Summer,rainfed,low,bajra
41,24,22,32.66,37.92,7.74,124.54,Maharashtra,Summer,rainfed,low,bajra
49,26,26,32.72,30.16,7.28,146.48,Maharashtra,Summer,rainfed,low,bajra
56,27,26,32.97,43.96,7.73,156.42,Maharashtra,Summer,rainfed,low,bajra
64,23,21,32.48,37.63,6.22,134.78,Maharashtra,Summer,rainfed,low,bajra
52,25,22,32.56,39.45,7.55,135.03,Maharashtra,Summer,rainfed,low,bajra
56,21,23,35.05,35.25,6.98,120.76,Maharashtra,Summer,rainfed,low,bajra
44,25,27,32.47,37.81,6.73,133.03,Maharashtra,Summer,rainfed,low,bajra
40,27,28,32.44,40.62,7.62,152.36,Maharashtra,Summer,rainfed,low,bajra
59,22,24,31.8,41.37,6.65,183.79,Maharashtra,Summer,rainfed,low,bajra
54,31,25,31.67,41.41,7.68,133.33,Maharashtra,Summer,rainfed,low,bajra
37,19,26,34.81,34.23,7.14,141.87,Maharashtra,Summer,rainfed,low,bajra
63,33,26,33.85,42.19,6.72,166.3,Maharashtra,Summer,rainfed,low,bajra
43,24,29,32.62,43.04,7.79,109.0,Maharashtra,Summer,rainfed,low,bajra
35,29,29,32.88,40.44,7.62,170.4,Maharashtra,Summer,rainfed,low,bajra
48,28,24,32.87,39.73,6.89,132.66,Maharashtra,Summer,rainfed,low,bajra
65,22,26,33.37,38.8,7.53,157.68,Maharashtra,Summer,rainfed,low,bajra
44,27,23,35.11,40.57,6.96,157.99,Maharashtra,Summer,rainfed,low,bajra
44,26,24,31.26,35.92,8.26,152.13,Maharashtra,Summer,rainfed,low,bajra
47,23,27,31.54,34.99,7.24,149.07,Maharashtra,Summer,rainfed,low,bajra
47,22,24,31.8,36.77,7.37,201.95,Maharashtra,Summer,rainfed,low,bajra
59,31,23,35.01,39.83,7.66,160.68,Maharashtra,Summer,rainfed,low,bajra
48,27,27,29.85,38.54,7.61,156.47,Maharashtra,Summer,rainfed,low,bajra
53,22,26,32.36,38.25,6.97,171.35,Maharashtra,Summer,rainfed,low,bajra
52,26,32,33.21,43.4,7.36,141.76,Maharashtra,Summer,rainfed,low,bajra
43,26,16,32.91,40.16,7.16,147.84,Maharashtra,Summer,rainfed,low,bajra
42,30,24,31.04,41.0,7.3,141.64,Maharashtra,Summer,rainfed,low,bajra
47,25,29,33.2,38.87,7.61,150.64,Maharashtra,Summer,rainfed,low,bajra
53,26,27,31.83,34.82,7.63,185.11,Maharashtra,Summer,rainfed,low,bajra
43,26,24,33.83,39.9,8.5,142.97,Maharashtra,Summer,rainfed,low,bajra
60,30,27,32.56,39.35,7.25,176.44,Maharashtra,Summer,rainfed,low,bajra
44,24,24,29.91,42.15,7.69,135.2,Maharashtra,Summer,rainfed,low,bajra
57,20,25,32.31,39.32,7.28,148.2,Maharashtra,Summer,rainfed,low,bajra
47,25,30,31.63,47.27,6.99,155.6,Maharashtra,Summer,rainfed,low,bajra
54,24,30,33.32,38.25,7.82,126.31,Maharashtra,Summer,rainfed,low,bajra
46,27,28,32.98,38.53,7.15,176.4,Maharashtra,Summer,rainfed,low,bajra
52,22,22,34.77,36.36,7.36,181.52,Maharashtra,Summer,rainfed,low,bajra
54,22,22,35.3,35.18,7.02,158.69,Maharashtra,Summer,rainfed,low,bajra
49,27,20,32.18,41.48,7.53,136.64,Maharashtra,Summer,rainfed,low,bajra
43,26,21,34.43,39.58,6.96,125.39,Maharashtra,Summer,rainfed,low,bajra
46,20,27,31.3,40.47,7.47,172.54,Maharashtra,Summer,rainfed,low,bajra
52,29,30,32.89,40.17,7.02,126.96,Maharashtra,Summer,rainfed,low,bajra
59,27,27,31.61,44.95,7.15,131.29,Maharashtra,Summer,rainfed,low,bajra
46,30,21,31.37,49.63,7.64,132.9,Maharashtra,Summer,rainfed,low,bajra
43,19,25,33.59,44.57,6.46,119.07,Maharashtra,Summer,rainfed,low,bajra
49,34,28,33.06,34.51,6.37,150.91,Maharashtra,Summer,rainfed,low,bajra
49,24,24,31.38,35.42,7.83,129.31,Maharashtra,Summer,rainfed,low,bajra
48,25,27,31.22,42.59,7.01,146.22,Maharashtra,Summer,rainfed,low,bajra
61,22,27,34.01,40.14,7.2,199.6,Maharashtra,Summer,rainfed,low,bajra
50,26,24,32.73,42.54,7.14,100.8,Maharashtra,Summer,rainfed,low,bajra
53,21,27,32.5,42.46,6.85,137.51,Maharashtra,Summer,rainfed,low,bajra
48,20,29,30.06,43.02,7.43,145.36,Maharashtra,Summer,rainfed,low,bajra
52,26,24,32.95,41.68,6.86,158.08,Maharashtra,Summer,rainfed,low,bajra
32,19,27,31.87,35.87,7.23,140.76,Maharashtra,Summer,rainfed,low,bajra
43,20,18,33.61,37.45,7.65,139.9,Maharashtra,Summer,rainfed,low,bajra
52,25,25,32.64,37.37,6.74,167.88,Maharashtra,Summer,rainfed,low,bajra
61,31,23,31.4,36.97,7.18,148.78,Maharashtra,Summer,rainfed,low,bajra
43,20,25,28.0,38.63,6.86,168.2,Maharashtra,Summer,rainfed,low,bajra
57,29,24,30.8,36.01,7.37,111.6,Maharashtra,Summer,rainfed,low,bajra
59,24,27,29.83,35.6,6.46,173.83,Maharashtra,Summer,rainfed,low,bajra
49,27,25,33.2,37.76,7.17,147.86,Maharashtra,Summer,rainfed,low,bajra
53,26,34,35.02,32.48,7.19,140.53,Maharashtra,Summer,rainfed,low,bajra
59,24,27,28.99,33.45,8.12,151.17,Maharashtra,Summer,rainfed,low,bajra
43,26,21,32.07,33.67,6.92,140.29,Maharashtra,Summer,rainfed,low,bajra
57,27,27,32.46,42.02,6.89,132.9,Maharashtra,Summer,rainfed,low,bajra
53,24,25,32.25,43.6,7.79,135.39,Maharashtra,Summer,rainfed,low,bajra
38,23,22,33.75,42.38,6.82,132.39,Maharashtra,Summer,rainfed,low,bajra
40,25,25,33.68,40.82,7.5,114.02,Maharashtra,Summer,rainfed,low,bajra
46,28,23,30.06,41.96,7.01,174.79,Maharashtra,Summer,rainfed,low,bajra
50,24,30,30.55,44.26,6.98,153.79,Maharashtra,Summer,rainfed,low,bajra
51,24,22,31.95,35.28,8.07,138.77,Maharashtra,Summer,rainfed,low,bajra
58,28,26,32.3,39.71,7.49,152.34,Maharashtra,Summer,rainfed,low,bajra
40,19,30,28.55,39.72,7.15,153.75,Maharashtra,Summer,rainfed,low,bajra
42,26,26,36.64,39.48,7.81,115.03,Maharashtra,Summer,rainfed,low,bajra
57,26,26,32.93,45.26,7.36,131.7,Maharashtra,Summer,rainfed,low,bajra
46,28,26,30.2,40.89,6.8,160.23,Maharashtra,Summer,rainfed,low,bajra
45,24,23,34.78,40.47,7.78,217.55,Maharashtra,Summer,rainfed,low,bajra
50,30,23,34.38,36.04,7.24,162.53,Maharashtra,Summer,rainfed,low,bajra
55,21,22,33.42,37.65,6.67,148.34,Maharashtra,Summer,rainfed,low,bajra
49,26,27,33.2,36.18,7.08,171.65,Maharashtra,Summer,rainfed,low,bajra
46,24,20,32.46,40.27,6.43,125.03,Maharashtra,Summer,rainfed,low,bajra
41,28,19,32.38,41.63,7.33,139.73,Maharashtra,Summer,rainfed,low,bajra
52,28,25,29.14,43.21,7.42,149.23,Maharashtra,Summer,rainfed,low,bajra
37,24,22,30.68,38.5,7.03,139.03,Maharashtra,Summer,rainfed,low,bajra
55,26,23,31.57,37.33,7.15,163.63,Maharashtra,Summer,rainfed,low,bajra
43,30,27,28.39,39.31,7.68,159.07,Maharashtra,Summer,rainfed,low,bajra
47,25,26,33.65,33.81,7.0,188.23,Maharashtra,Summer,rainfed,low,bajra
50,30,35,31.76,34.61,7.14,175.64,Maharashtra,Summer,rainfed,low,bajra
58,33,25,33.23,36.39,6.21,149.07,Maharashtra,Summer,rainfed,low,bajra
42,27,19,31.39,39.98,7.41,148.89,Maharashtra,Summer,rainfed,low,bajra
62,30,23,34.91,45.46,7.2,151.06,Maharashtra,Summer,rainfed,low,bajra
50,23,23,34.48,40.6,7.02,128.39,Maharashtra,Summer,rainfed,low,bajra
45,24,28,31.21,42.31,7.33,153.33,Maharashtra,Summer,rainfed,low,bajra
57,28,20,30.87,38.16,7.4,181.84,Maharashtra,Summer,rainfed,low,bajra
50,31,23,31.69,37.88,6.91,177.05,Maharashtra,Summer,rainfed,low,bajra
32,23,29,32.03,42.93,8.17,151.88,Maharashtra,Summer,rainfed,low,bajra
58,33,26,32.43,42.31,7.74,149.09,Maharashtra,Summer,rainfed,low,bajra
47,31,24,34.29,39.96,8.01,130.19,Maharashtra,Summer,rainfed,low,bajra
44,28,21,32.67,44.68,6.51,159.38,Maharashtra,Summer,rainfed,low,bajra
58,25,22,32.11,35.93,7.28,143.54,Maharashtra,Summer,rainfed,low,bajra
47,27,30,32.99,43.93,7.91,136.31,Maharashtra,Summer,rainfed,low,bajra
52,24,20,33.03,35.14,7.45,113.7,Maharashtra,Summer,rainfed,low,bajra
51,20,27,31.91,37.2,7.72,142.5,Maharashtra,Summer,rainfed,low,bajra
51,24,27,34.06,42.06,7.06,178.21,Maharashtra,Summer,rainfed,low,bajra
44,23,25,34.07,34.71,7.62,148.72,Maharashtra,Summer,rainfed,low,bajra
47,29,22,35.93,38.35,7.31,186.0,Maharashtra,Summer,rainfed,low,bajra
51,29,18,31.84,40.45,7.7,167.96,Maharashtra,Summer,rainfed,low,bajra
55,29,27,29.29,44.29,6.9,157.32,Maharashtra,Summer,rainfed,low,bajra
51,25,21,29.59,35.32,7.59,116.25,Maharashtra,Summer,rainfed,low,bajra
44,26,22,31.69,39.3,7.37,125.56,Maharashtra,Summer,rainfed,low,bajra
51,26,21,32.82,36.37,7.3,166.87,Maharashtra,Summer,rainfed,low,bajra
49,28,28,33.86,40.48,7.71,158.99,Maharashtra,Summer,rainfed,low,bajra
39,22,24,32.37,40.31,6.91,196.87,Maharashtra,Summer,rainfed,low,bajra
49,25,23,30.99,38.54,7.26,147.97,Maharashtra,Summer,rainfed,low,bajra
61,25,25,33.72,38.37,7.47,120.16,Maharashtra,Summer,rainfed,low,bajra
42,25,24,31.29,39.45,7.34,133.44,Maharashtra,Summer,rainfed,low,bajra
47,26,22,31.59,40.96,7.24,138.87,Maharashtra,Summer,rainfed,low,bajra
44,22,25,35.54,41.07,6.69,166.5,Maharashtra,Summer,rainfed,low,bajra
45,25,23,35.53,34.84,7.38,134.01,Maharashtra,Summer,rainfed,low,bajra
55,26,29,33.58,36.46,8.47,162.96,Maharashtra,Summer,rainfed,low,bajra
46,26,27,33.39,40.82,7.65,170.26,Maharashtra,Summer,rainfed,low,bajra
44,32,32,33.7,39.14,7.27,142.45,Maharashtra,Summer,rainfed,low,bajra
49,18,30,34.27,32.85,7.62,149.82,Maharashtra,Summer,rainfed,low,bajra
49,27,19,32.48,39.29,7.28,118.09,Maharashtra,Summer,rainfed,low,bajra
53,29,26,32.16,48.86,6.86,168.05,Maharashtra,Summer,rainfed,low,bajra
52,32,26,33.4,40.85,6.81,129.73,Maharashtra,Summer,rainfed,low,bajra
48,28,26,32.19,44.03,6.42,119.76,Maharashtra,Summer,rainfed,low,bajra
33,29,25,33.95,38.6,7.68,147.04,Maharashtra,Summer,rainfed,low,bajra
53,26,26,35.03,33.04,7.22,154.62,Maharashtra,Summer,rainfed,low,bajra
50,24,23,34.8,38.74,8.27,162.33,Maharashtra,Summer,rainfed,low,bajra
48,27,25,34.51,34.72,6.5,158.42,Maharashtra,Summer,rainfed,low,bajra
56,26,27,33.29,33.57,7.37,180.72,Maharashtra,Summer,rainfed,low,bajra
51,21,24,33.34,45.58,6.43,158.43,Maharashtra,Summer,rainfed,low,bajra
44,27,27,32.15,41.32,7.72,146.16,Maharashtra,Summer,rainfed,low,bajra
41,30,28,33.35,36.47,7.66,197.66,Maharashtra,Summer,rainfed,low,bajra
49,25,21,31.42,35.06,7.3,142.05,Maharashtra,Summer,rainfed,low,bajra
52,22,24,31.07,39.69,6.57,153.54,Maharashtra,Summer,rainfed,low,bajra
48,26,19,33.48,37.9,7.34,106.36,Maharashtra,Summer,rainfed,low,bajra
42,24,30,33.29,39.48,6.86,124.19,Maharashtra,Summer,rainfed,low,bajra
52,27,26,35.06,36.5,7.32,110.49,Maharashtra,Summer,rainfed,low,bajra
51,30,22,33.76,44.28,6.96,160.9,Maharashtra,Summer,rainfed,low,bajra
61,26,28,29.84,41.19,7.47,119.06,Maharashtra,Summer,rainfed,low,bajra
44,27,24,34.17,40.14,7.27,146.02,Maharashtra,Summer,rainfed,low,bajra
52,28,27,31.87,43.54,7.52,158.99,Maharashtra,Summer,rainfed,low,bajra
51,27,19,32.86,45.01,7.34,151.95,Maharashtra,Summer,rainfed,low,bajra
46,27,24,34.46,35.83,7.06,135.98,Maharashtra,Summer,rainfed,low,bajra
62,24,23,29.36,35.66,7.47,162.22,Maharashtra,Summer,rainfed,low,bajra
46,23,31,36.54,43.22,7.9,191.33,Maharashtra,Summer,rainfed,low,bajra
65,24,22,35.25,35.46,6.82,126.54,Maharashtra,Summer,rainfed,low,bajra
49,18,20,31.57,34.61,7.69,150.16,Maharashtra,Summer,rainfed,low,bajra
54,27,24,33.98,40.66,7.12,110.71,Maharashtra,Summer,rainfed,low,bajra
53,21,26,32.62,34.01,7.36,154.46,Maharashtra,Summer,rainfed,low,bajra
51,25,23,33.39,36.48,6.8,165.74,Maharashtra,Summer,rainfed,low,bajra
56,27,24,29.59,44.43,6.44,163.67,Maharashtra,Summer,rainfed,low,bajra
64,25,26,33.07,39.73,8.23,130.33,Maharashtra,Summer,rainfed,low,bajra
44,24,31,31.63,40.58,7.7,168.18,Maharashtra,Summer,rainfed,low,bajra
57,30,26,31.81,39.54,7.11,208.84,Maharashtra,Summer,rainfed,low,bajra
46,27,20,32.7,37.95,7.53,166.37,Maharashtra,Summer,rainfed,low,bajra
59,29,25,31.08,35.97,7.38,153.68,Maharashtra,Summer,rainfed,low,bajra
52,23,30,30.29,36.83,6.8,145.12,Maharashtra,Summer,rainfed,low,bajra
58,24,25,33.5,37.77,7.41,155.85,Maharashtra,Summer,rainfed,low,bajra
42,23,26,34.42,43.7,8.12,161.33,Maharashtra,Summer,rainfed,low,bajra
47,25,25,31.89,40.4,7.43,122.61,Maharashtra,Summer,rainfed,low,bajra
57,19,24,34.22,41.23,7.1,195.94,Maharashtra,Summer,rainfed,low,bajra
47,18,27,29.83,35.95,7.51,139.25,Maharashtra,Summer,rainfed,low,bajra
54,21,28,29.96,43.83,7.05,185.73,Maharashtra,Summer,rainfed,low,bajra
44,31,22,29.81,39.16,7.76,168.45,Maharashtra,Summer,rainfed,low,bajra
58,28,22,33.65,39.34,6.95,154.18,Maharashtra,Summer,rainfed,low,bajra
50,30,23,31.66,36.44,8.04,135.0,Maharashtra,Summer,rainfed,low,bajra
59,22,27,32.89,43.52,7.7,151.91,Maharashtra,Summer,rainfed,low,bajra
46,30,23,29.1,32.19,6.58,163.9,Maharashtra,Summer,rainfed,low,bajra
65,18,22,32.63,44.67,6.92,163.79,Maharashtra,Summer,rainfed,low,bajra
48,34,25,33.03,39.31,7.08,172.16,Maharashtra,Summer,rainfed,low,bajra
42,18,24,33.72,36.87,7.33,121.52,Maharashtra,Summer,rainfed,low,bajra
57,27,25,32.75,33.89,6.69,147.15,Maharashtra,Summer,rainfed,low,bajra
53,27,24,33.62,44.21,7.21,157.23,Maharashtra,Summer,rainfed,low,bajra
49,25,26,35.05,42.36,7.59,139.41,Maharashtra,Summer,rainfed,low,bajra
44,26,29,35.09,30.01,8.27,159.73,Maharashtra,Summer,rainfed,low,bajra
56,19,24,33.73,34.69,6.05,157.83,Maharashtra,Summer,rainfed,low,bajra
50,30,24,32.37,41.56,7.68,133.46,Maharashtra,Summer,rainfed,low,bajra
56,23,25,33.51,42.1,7.38,124.79,Maharashtra,Summer,rainfed,low,bajra
38,24,28,33.17,39.89,7.25,157.21,Maharashtra,Summer,rainfed,low,bajra
43,28,28,31.97,40.6,6.53,154.2,Maharashtra,Summer,rainfed,low,bajra
49,29,24,33.8,37.57,6.3,144.74,Maharashtra,Summer,rainfed,low,bajra
51,26,26,31.74,37.81,6.78,103.41,Maharashtra,Summer,rainfed,low,bajra
49,23,29,29.23,40.07,8.13,145.73,Maharashtra,Summer,rainfed,low,bajra
50,26,27,31.89,35.3,7.52,105.48,Maharashtra,Summer,rainfed,low,bajra
56,24,25,31.71,44.25,7.35,142.49,Maharashtra,Summer,rainfed,low,bajra
48,25,33,30.52,42.97,7.49,185.93,Maharashtra,Summer,rainfed,low,bajra
54,25,28,32.84,41.77,7.85,152.16,Maharashtra,Summer,rainfed,low,bajra
47,23,27,31.18,37.72,6.85,161.86,Maharashtra,Summer,rainfed,low,bajra
45,21,21,31.64,37.24,7.35,146.23,Maharashtra,Summer,rainfed,low,bajra
52,27,27,29.64,34.87,7.48,154.93,Maharashtra,Summer,rainfed,low,bajra
57,20,23,32.06,39.61,7.26,160.95,Maharashtra,Summer,rainfed,low,bajra
49,30,31,30.82,39.17,7.58,163.66,Maharashtra,Summer,rainfed,low,bajra
47,26,20,32.47,33.65,7.46,123.96,Maharashtra,Summer,rainfed,low,bajra
51,26,25,31.55,38.23,7.74,140.09,Maharashtra,Summer,rainfed,low,bajra
50,23,28,32.62,36.2,7.25,144.38,Maharashtra,Summer,rainfed,low,bajra
59,25,20,33.25,45.55,7.75,124.26,Maharashtra,Summer,rainfed,low,bajra
48,25,25,33.07,37.74,6.87,172.21,Maharashtra,Summer,rainfed,low,bajra
43,22,21,33.42,39.39,7.62,131.68,Maharashtra,Summer,rainfed,low,bajra
42,24,24,32.81,32.83,7.45,129.13,Maharashtra,Summer,rainfed,low,bajra
46,29,18,32.98,40.17,6.91,139.57,Maharashtra,Summer,rainfed,low,bajra
58,32,29,35.33,36.47,6.59,148.77,Maharashtra,Summer,rainfed,low,bajra
55,19,22,31.28,40.31,7.34,131.91,Maharashtra,Summer,rainfed,low,bajra
51,21,24,30.6,38.45,6.92,166.11,Maharashtra,Summer,rainfed,low,bajra
50,24,31,33.07,37.65,7.01,122.44,Maharashtra,Summer,rainfed,low,bajra
50,26,19,30.45,37.11,6.79,151.01,Maharashtra,Summer,rainfed,low,bajra
51,25,27,31.62,38.83,6.83,156.64,Maharashtra,Summer,rainfed,low,bajra
51,21,24,32.44,40.03,7.38,133.17,Maharashtra,Summer,rainfed,low,bajra
55,27,23,30.79,36.62,6.64,154.85,Maharashtra,Summer,rainfed,low,bajra
58,30,21,33.68,39.31,6.25,142.24,Maharashtra,Summer,rainfed,low,bajra
47,29,22,33.34,38.61,6.65,137.12,Maharashtra,Summer,rainfed,low,bajra
60,24,28,33.78,37.36,6.72,123.12,Maharashtra,Summer,rainfed,low,bajra
60,26,19,33.75,32.45,6.91,151.9,Maharashtra,Summer,rainfed,low,bajra
67,28,23,32.54,42.37,7.84,144.22,Maharashtra,Summer,rainfed,low,bajra
49,22,27,34.04,31.89,7.08,121.69,Maharashtra,Summer,rainfed,low,bajra
51,21,21,34.19,38.39,7.23,160.07,Maharashtra,Summer,rainfed,low,bajra
56,24,24,31.91,42.97,7.22,143.21,Maharashtra,Summer,rainfed,low,bajra
53,31,25,32.1,46.12,7.8,177.65,Maharashtra,Summer,rainfed,low,bajra
47,23,19,33.95,39.28,6.5,178.04,Maharashtra,Summer,rainfed,low,bajra
48,24,20,33.24,40.84,7.23,140.24,Maharashtra,Summer,rainfed,low,bajra
68,21,23,33.56,35.28,6.8,176.4,Maharashtra,Summer,rainfed,low,bajra
54,27,26,31.46,38.07,7.22,169.75,Maharashtra,Summer,rainfed,low,bajra
53,22,28,29.98,37.83,6.77,130.0,Maharashtra,Summer,rainfed,low,bajra
63,20,22,33.27,37.28,7.31,183.36,Maharashtra,Summer,rainfed,low,bajra
89,47,46,26.2,70.7,6.52,481.68,Maharashtra,Kharif,drip,medium,chili
102,49,58,27.08,67.93,6.69,573.47,Maharashtra,Kharif,drip,medium,chili
88,40,46,25.58,64.09,6.57,421.63,Maharashtra,Kharif,drip,medium,chili
96,40,59,27.58,76.36,6.64,489.35,Maharashtra,Kharif,drip,medium,chili
86,39,52,25.34,61.96,6.81,428.53,Maharashtra,Kharif,drip,medium,chili
98,49,49,28.6,68.04,6.73,381.42,Maharashtra,Kharif,drip,medium,chili
77,53,64,28.9,73.62,7.09,515.89,Maharashtra,Kharif,drip,medium,chili
98,42,57,27.62,69.43,6.72,364.69,Maharashtra,Kharif,drip,medium,chili
79,47,52,27.5,61.83,7.09,437.49,Maharashtra,Kharif,drip,medium,chili
