N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
98,54,50,27.45,83.05,5.88,1129.36,Maharashtra,Kharif,canal,high,rice
104,49,45,28.66,86.0,5.77,1243.19,Maharashtra,Kharif,canal,high,rice
102,46,50,26.78,82.8,5.41,1180.17,Maharashtra,Kharif,canal,high,rice
107,47,63,28.53,88.04,6.14,1456.61,Maharashtra,Kharif,canal,high,rice
97,37,48,28.15,85.35,5.98,1390.11,Maharashtra,Kharif,canal,high,rice
105,54,45,26.22,88.77,5.93,1147.1,Maharashtra,Kharif,canal,high,rice
98,47,46,26.0,81.5,5.84,1150.88,Maharashtra,Kharif,canal,high,rice
111,51,51,26.63,84.72,6.01,1314.52,Maharashtra,Kharif,canal,high,rice
102,55,50,28.42,83.86,5.36,1258.54,Maharashtra,Kharif,canal,high,rice
108,53,52,27.09,83.12,6.07,1278.31,Maharashtra,Kharif,canal,high,rice
98,56,46,26.82,88.82,6.16,1180.25,Maharashtra,Kharif,canal,high,rice
105,51,36,26.44,84.88,5.79,1255.89,Maharashtra,Kharif,canal,high,rice
111,48,45,27.88,84.24,5.85,1188.53,Maharashtra,Kharif,canal,high,rice
119,39,48,27.5,83.18,6.17,1326.66,Maharashtra,Kharif,canal,high,rice
102,49,49,27.38,84.82,5.84,1256.56,Maharashtra,Kharif,canal,high,rice
108,44,45,25.46,87.02,5.98,1288.16,Maharashtra,Kharif,canal,high,rice
92,59,47,27.7,86.99,5.6,1156.71,Maharashtra,Kharif,canal,high,rice
104,64,52,29.37,87.81,6.01,1101.35,Maharashtra,Kharif,canal,high,rice
110,43,58,27.73,78.82,5.8,1306.74,Maharashtra,Kharif,canal,high,rice
101,54,46,25.98,84.83,5.91,1181.45,Maharashtra,Kharif,canal,high,rice
112,46,52,27.58,81.37,5.5,1226.49,Maharashtra,Kharif,canal,high,rice
117,53,41,24.0,86.71,5.87,1367.66,Maharashtra,Kharif,canal,high,rice
96,52,54,26.98,84.01,5.91,1292.83,Maharashtra,Kharif,canal,high,rice
102,55,48,25.95,89.61,5.72,1153.94,Maharashtra,Kharif,canal,high,rice
102,50,48,27.48,84.91,5.95,930.31,Maharashtra,Kharif,canal,high,rice
117,49,53,25.89,83.9,5.7,1408.72,Maharashtra,Kharif,canal,high,rice
98,54,47,26.97,84.43,6.29,988.77,Maharashtra,Kharif,canal,high,rice
93,40,45,26.55,81.23,5.68,973.16,Maharashtra,Kharif,canal,high,rice
95,56,52,27.72,82.66,5.44,1082.61,Maharashtra,Kharif,canal,high,rice
102,54,55,28.24,83.28,5.91,1184.83,Maharashtra,Kharif,canal,high,rice
101,60,41,27.23,87.83,5.46,1144.53,Maharashtra,Kharif,canal,high,rice
99,49,42,28.19,86.55,6.05,1116.2,Maharashtra,Kharif,canal,high,rice
103,46,48,30.01,85.22,5.54,1247.54,Maharashtra,Kharif,canal,high,rice
92,44,45,26.98,87.19,6.07,1290.37,Maharashtra,Kharif,canal,high,rice
94,47,51,26.77,84.35,6.03,1181.4,Maharashtra,Kharif,canal,high,rice
104,58,49,28.88,86.31,5.46,1087.23,Maharashtra,Kharif,canal,high,rice
96,46,50,28.22,87.93,5.99,1169.29,Maharashtra,Kharif,canal,high,rice
87,50,50,27.71,89.91,6.27,1323.13,Maharashtra,Kharif,canal,high,rice
95,47,50,26.6,86.17,6.01,1088.96,Maharashtra,Kharif,canal,high,rice
111,51,41,27.44,85.66,6.19,1182.82,Maharashtra,Kharif,canal,high,rice
109,51,43,25.85,87.62,6.26,1265.36,Maharashtra,Kharif,canal,high,rice
114,55,53,26.44,89.04,6.06,1176.77,Maharashtra,Kharif,canal,high,rice
97,51,42,28.32,82.78,6.01,1159.8,Maharashtra,Kharif,canal,high,rice
101,46,49,29.7,88.23,6.01,1221.84,Maharashtra,Kharif,canal,high,rice
109,56,46,27.41,80.75,6.24,1483.13,Maharashtra,Kharif,canal,high,rice
103,39,53,26.45,83.45,6.09,1256.82,Maharashtra,Kharif,canal,high,rice
99,47,51,27.02,82.41,5.8,1267.45,Maharashtra,Kharif,canal,high,rice
101,43,55,24.3,83.96,5.71,1243.52,Maharashtra,Kharif,canal,high,rice
107,56,46,28.18,85.46,5.39,1462.57,Maharashtra,Kharif,canal,high,rice
92,52,52,27.82,83.85,6.15,1029.95,Maharashtra,Kharif,canal,high,rice
102,47,47,28.0,87.51,5.8,1322.59,Maharashtra,Kharif,canal,high,rice
103,46,49,27.15,83.37,6.03,1254.33,Maharashtra,Kharif,canal,high,rice
91,42,52,26.55,85.7,6.13,1066.13,Maharashtra,Kharif,canal,high,rice
92,58,52,27.01,82.82,5.75,1076.18,Maharashtra,Kharif,canal,high,rice
109,46,55,27.03,82.57,5.77,896.98,Maharashtra,Kharif,canal,high,rice
102,49,54,25.3,87.71,6.15,1381.51,Maharashtra,Kharif,canal,high,rice
102,55,43,28.33,83.2,5.4,1084.48,Maharashtra,Kharif,canal,high,rice
103,46,52,25.39,80.04,6.31,1337.98,Maharashtra,Kharif,canal,high,rice
95,50,55,27.99,85.35,6.23,1133.66,Maharashtra,Kharif,canal,high,rice
103,50,49,27.05,85.17,5.91,1093.95,Maharashtra,Kharif,canal,high,rice
109,45,49,27.16,85.84,5.26,1336.36,Maharashtra,Kharif,canal,high,rice
97,56,48,27.44,89.47,5.82,1379.86,Maharashtra,Kharif,canal,high,rice
103,52,50,28.49,83.4,5.6,1145.18,Maharashtra,Kharif,canal,high,rice
103,49,54,29.02,82.72,5.68,1045.47,Maharashtra,Kharif,canal,high,rice
118,52,52,25.94,85.0,6.05,1193.41,Maharashtra,Kharif,canal,high,rice
111,62,45,26.31,82.95,6.38,1355.29,Maharashtra,Kharif,canal,high,rice
101,50,46,28.54,84.11,5.82,1301.1,Maharashtra,Kharif,canal,high,rice
101,49,50,28.43,88.84,6.08,1325.41,Maharashtra,Kharif,canal,high,rice
101,46,53,27.7,81.68,5.8,1214.64,Maharashtra,Kharif,canal,high,rice
99,57,52,29.1,85.61,5.92,1107.93,Maharashtra,Kharif,canal,high,rice
103,50,43,26.87,84.25,6.02,1282.67,Maharashtra,Kharif,canal,high,rice
98,52,49,24.15,83.87,6.22,1014.77,Maharashtra,Kharif,canal,high,rice
103,58,46,27.5,81.96,6.39,1214.58,Maharashtra,Kharif,canal,high,rice
103,57,53,26.48,83.49,6.05,1146.98,Maharashtra,Kharif,canal,high,rice
87,50,43,29.39,85.41,5.63,1137.67,Maharashtra,Kharif,canal,high,rice
88,45,55,30.1,86.69,5.87,1171.01,Maharashtra,Kharif,canal,high,rice
95,60,49,29.97,88.25,5.38,1141.76,Maharashtra,Kharif,canal,high,rice
97,50,50,31.0,82.49,5.97,1302.06,Maharashtra,Kharif,canal,high,rice
102,51,45,27.62,86.19,6.0,1296.28,Maharashtra,Kharif,canal,high,rice
113,55,50,26.13,83.6,5.83,1256.54,Maharashtra,Kharif,canal,high,rice
99,45,44,25.57,84.45,5.46,1099.93,Maharashtra,Kharif,canal,high,rice
100,43,52,28.36,83.72,5.77,1292.18,Maharashtra,Kharif,canal,high,rice
97,46,56,28.53,86.4,6.18,977.84,Maharashtra,Kharif,canal,high,rice
113,52,55,27.95,85.11,5.82,1270.89,Maharashtra,Kharif,canal,high,rice
100,54,42,26.87,89.77,5.71,1195.16,Maharashtra,Kharif,canal,high,rice
96,52,46,27.28,86.98,5.69,1323.58,Maharashtra,Kharif,canal,high,rice
109,55,51,31.0,87.46,6.0,1115.51,Maharashtra,Kharif,canal,high,rice
102,57,59,29.22,86.83,5.52,1285.9,Maharashtra,Kharif,canal,high,rice
93,43,51,28.11,87.11,6.05,1291.45,Maharashtra,Kharif,canal,high,rice
95,49,42,25.16,86.73,5.67,1334.06,Maharashtra,Kharif,canal,high,rice
111,47,53,26.73,80.69,5.94,1166.14,Maharashtra,Kharif,canal,high,rice
99,60,42,27.95,82.68,6.17,1262.3,Maharashtra,Kharif,canal,high,rice
105,45,46,28.58,89.13,6.04,1112.82,Maharashtra,Kharif,canal,high,rice
105,62,51,29.21,83.27,5.89,1302.45,Maharashtra,Kharif,canal,high,rice
105,46,46,28.65,87.78,6.35,1450.49,Maharashtra,Kharif,canal,high,rice
104,48,57,28.33,82.71,5.59,1286.49,Maharashtra,Kharif,canal,high,rice
101,50,55,28.39,88.1,5.32,1256.67,Maharashtra,Kharif,canal,high,rice
108,42,47,26.52,85.05,6.39,1477.82,Maharashtra,Kharif,canal,high,rice
96,53,53,27.95,85.93,5.99,1435.95,Maharashtra,Kharif,canal,high,rice
111,45,54,28.54,85.73,6.24,1248.51,Maharashtra,Kharif,canal,high,rice
104,51,40,27.41,83.44,5.54,1404.25,Maharashtra,Kharif,canal,high,rice
106,50,47,27.85,87.31,5.65,1224.4,Maharashtra,Kharif,canal,high,rice
109,40,50,27.0,84.69,5.75,1242.2,Maharashtra,Kharif,canal,high,rice
117,48,51,29.83,83.72,6.44,1225.67,Maharashtra,Kharif,canal,high,rice
116,54,52,27.42,83.54,5.92,1337.17,Maharashtra,Kharif,canal,high,rice
102,48,49,28.66,87.86,5.7,1141.43,Maharashtra,Kharif,canal,high,rice
105,58,56,26.04,84.38,5.62,1191.56,Maharashtra,Kharif,canal,high,rice
115,43,42,26.53,85.67,6.09,1279.68,Maharashtra,Kharif,canal,high,rice
111,41,56,27.14,86.71,5.5,1225.62,Maharashtra,Kharif,canal,high,rice
104,56,42,27.54,82.47,6.05,1322.15,Maharashtra,Kharif,canal,high,rice
112,47,55,29.09,81.17,6.08,1344.81,Maharashtra,Kharif,canal,high,rice
101,44,55,26.1,84.58,5.89,1314.44,Maharashtra,Kharif,canal,high,rice
98,47,50,28.67,90.34,5.45,1264.42,Maharashtra,Kharif,canal,high,rice
94,55,45,26.71,83.63,5.88,1265.4,Maharashtra,Kharif,canal,high,rice
106,50,43,28.35,84.88,6.25,1136.53,Maharashtra,Kharif,canal,high,rice
90,50,56,27.69,84.53,5.64,1444.72,Maharashtra,Kharif,canal,high,rice
95,46,53,25.33,87.97,6.09,1337.4,Maharashtra,Kharif,canal,high,rice
107,49,45,27.34,82.72,6.05,1325.85,Maharashtra,Kharif,canal,high,rice
114,52,55,27.15,83.88,6.04,1176.69,Maharashtra,Kharif,canal,high,rice
105,45,46,28.24,87.07,5.6,1308.83,Maharashtra,Kharif,canal,high,rice
99,50,57,28.44,86.86,6.47,1137.02,Maharashtra,Kharif,canal,high,rice
95,46,49,24.75,84.52,5.74,1322.97,Maharashtra,Kharif,canal,high,rice
105,47,53,28.34,83.21,5.75,946.83,Maharashtra,Kharif,canal,high,rice
94,46,50,26.4,83.8,5.53,1246.39,Maharashtra,Kharif,canal,high,rice
106,52,50,25.7,83.55,5.78,1174.59,Maharashtra,Kharif,canal,high,rice
103,57,54,26.35,86.58,6.09,1124.24,Maharashtra,Kharif,canal,high,rice
109,49,43,28.03,85.51,5.83,1220.32,Maharashtra,Kharif,canal,high,rice
97,53,50,27.69,85.83,5.55,1113.21,Maharashtra,Kharif,canal,high,rice
86,53,44,27.65,85.87,6.08,1074.5,Maharashtra,Kharif,canal,high,rice
102,58,59,28.65,85.79,5.6,1314.83,Maharashtra,Kharif,canal,high,rice
101,53,47,27.3,85.38,5.97,1286.72,Maharashtra,Kharif,canal,high,rice
98,43,58,30.4,86.04,5.5,1128.35,Maharashtra,Kharif,canal,high,rice
106,57,44,27.35,85.46,6.16,1182.05,Maharashtra,Kharif,canal,high,rice
91,53,56,27.4,85.95,5.76,1119.28,Maharashtra,Kharif,canal,high,rice
110,52,52,29.25,82.54,5.73,1244.74,Maharashtra,Kharif,canal,high,rice
98,54,49,26.34,85.15,5.95,1341.84,Maharashtra,Kharif,canal,high,rice
105,52,52,27.28,83.33,5.99,1183.36,Maharashtra,Kharif,canal,high,rice
115,57,53,27.94,84.79,5.52,1197.98,Maharashtra,Kharif,canal,high,rice
103,51,52,28.57,83.38,5.7,1406.36,Maharashtra,Kharif,canal,high,rice
108,48,49,27.38,85.07,6.04,1541.87,Maharashtra,Kharif,canal,high,rice
104,53,42,26.93,87.87,6.02,850.0,Maharashtra,Kharif,canal,high,rice
108,60,40,29.27,78.53,6.18,1223.92,Maharashtra,Kharif,canal,high,rice
85,52,56,27.92,86.36,5.78,992.33,Maharashtra,Kharif,canal,high,rice
108,59,56,25.18,81.47,5.65,1025.88,Maharashtra,Kharif,canal,high,rice
103,52,43,28.41,86.4,5.74,1203.43,Maharashtra,Kharif,canal,high,rice
88,48,50,27.7,85.88,5.97,1191.96,Maharashtra,Kharif,canal,high,rice
105,55,50,27.87,84.57,5.71,1290.36,Maharashtra,Kharif,canal,high,rice
98,52,50,27.15,84.23,5.75,1019.27,Maharashtra,Kharif,canal,high,rice
105,51,54,26.88,89.42,5.79,1115.61,Maharashtra,Kharif,canal,high,rice
95,41,58,29.1,86.4,5.63,1451.41,Maharashtra,Kharif,canal,high,rice
100,49,57,28.27,90.14,5.97,1175.37,Maharashtra,Kharif,canal,high,rice
98,41,49,28.84,86.4,5.91,1100.63,Maharashtra,Kharif,canal,high,rice
104,55,52,27.69,83.14,6.16,850.0,Maharashtra,Kharif,canal,high,rice
105,63,42,27.22,84.98,5.76,1354.55,Maharashtra,Kharif,canal,high,rice
106,51,54,27.52,92.0,5.95,1249.41,Maharashtra,Kharif,canal,high,rice
90,47,56,25.94,79.97,5.91,1396.34,Maharashtra,Kharif,canal,high,rice
103,48,41,28.03,86.54,5.37,1366.82,Maharashtra,Kharif,canal,high,rice
108,56,53,28.26,86.22,6.16,997.66,Maharashtra,Kharif,canal,high,rice
91,46,49,27.95,85.76,6.24,1368.56,Maharashtra,Kharif,canal,high,rice
96,51,46,27.28,85.75,5.0,1526.41,Maharashtra,Kharif,canal,high,rice
107,47,60,27.09,85.31,5.75,1431.5,Maharashtra,Kharif,canal,high,rice
102,51,56,28.18,84.87,6.23,1542.31,Maharashtra,Kharif,canal,high,rice
105,51,51,29.03,83.6,5.82,1032.82,Maharashtra,Kharif,canal,high,rice
94,47,50,29.56,86.25,5.63,1134.0,Maharashtra,Kharif,canal,high,rice
113,56,50,26.98,87.62,5.6,1274.0,Maharashtra,Kharif,canal,high,rice
120,51,46,27.98,83.9,5.48,1312.63,Maharashtra,Kharif,canal,high,rice
111,48,48,26.38,84.65,5.73,1098.62,Maharashtra,Kharif,canal,high,rice
117,52,53,28.53,86.8,5.78,1259.07,Maharashtra,Kharif,canal,high,rice
100,52,52,27.05,81.9,5.94,1199.47,Maharashtra,Kharif,canal,high,rice
88,53,55,30.45,84.09,5.74,1086.32,Maharashtra,Kharif,canal,high,rice
104,51,46,27.3,80.38,6.18,1128.67,Maharashtra,Kharif,canal,high,rice
102,43,47,27.17,84.97,6.04,1404.88,Maharashtra,Kharif,canal,high,rice
108,55,57,28.16,84.91,6.2,1359.13,Maharashtra,Kharif,canal,high,rice
107,43,46,27.18,86.82,5.89,1367.11,Maharashtra,Kharif,canal,high,rice
112,56,56,26.29,86.13,5.72,1018.87,Maharashtra,Kharif,canal,high,rice
100,57,52,29.85,85.41,6.63,1247.19,Maharashtra,Kharif,canal,high,rice
103,44,56,26.91,83.49,6.28,1369.78,Maharashtra,Kharif,canal,high,rice
111,48,50,27.43,86.83,6.37,1271.02,Maharashtra,Kharif,canal,high,rice
117,54,49,28.47,88.98,6.5,1373.36,Maharashtra,Kharif,canal,high,rice
103,49,53,29.45,86.01,6.04,1231.42,Maharashtra,Kharif,canal,high,rice
100,49,51,29.5,84.44,5.92,1116.83,Maharashtra,Kharif,canal,high,rice
108,57,58,27.74,86.34,5.85,1291.0,Maharashtra,Kharif,canal,high,rice
105,50,51,28.03,84.31,5.83,1438.42,Maharashtra,Kharif,canal,high,rice
123,44,44,26.38,84.76,6.17,1298.91,Maharashtra,Kharif,canal,high,rice
104,53,47,27.22,84.95,5.42,1079.84,Maharashtra,Kharif,canal,high,rice
94,54,51,28.21,80.71,5.45,1307.9,Maharashtra,Kharif,canal,high,rice
82,56,41,28.48,82.93,6.21,1600.0,Maharashtra,Kharif,canal,high,rice
85,53,41,28.0,84.52,5.94,1111.04,Maharashtra,Kharif,canal,high,rice
108,43,56,27.02,81.73,6.38,1216.58,Maharashtra,Kharif,canal,high,rice
117,56,46,27.4,85.28,6.36,1279.69,Maharashtra,Kharif,canal,high,rice
104,49,50,29.02,85.01,5.78,1154.44,Maharashtra,Kharif,canal,high,rice
98,43,46,29.25,84.52,6.11,915.16,Maharashtra,Kharif,canal,high,rice
107,49,48,27.71,83.84,5.26,1340.28,Maharashtra,Kharif,canal,high,rice
104,48,45,25.79,85.52,6.38,1250.4,Maharashtra,Kharif,canal,high,rice
92,51,50,28.51,86.42,5.0,1293.16,Maharashtra,Kharif,canal,high,rice
95,43,49,27.98,81.17,6.11,1320.42,Maharashtra,Kharif,canal,high,rice
103,46,45,28.7,81.47,6.22,1204.35,Maharashtra,Kharif,canal,high,rice
102,41,49,28.22,81.88,6.05,1236.13,Maharashtra,Kharif,canal,high,rice
98,54,39,27.9,88.78,6.33,1273.73,Maharashtra,Kharif,canal,high,rice
100,47,48,28.13,83.12,6.13,1491.65,Maharashtra,Kharif,canal,high,rice
102,43,43,28.41,84.86,6.16,1158.3,Maharashtra,Kharif,canal,high,rice
109,49,46,27.03,82.21,6.5,1212.95,Maharashtra,Kharif,canal,high,rice
107,47,45,27.23,87.57,5.74,1116.18,Maharashtra,Kharif,canal,high,rice
104,52,58,27.91,86.5,6.12,1080.87,Maharashtra,Kharif,canal,high,rice
95,45,43,28.43,85.68,5.92,900.91,Maharashtra,Kharif,canal,high,rice
118,46,60,25.81,83.1,5.24,1270.27,Maharashtra,Kharif,canal,high,rice
94,45,43,28.41,86.66,6.44,1139.29,Maharashtra,Kharif,canal,high,rice
104,44,48,26.89,86.08,6.21,1348.88,Maharashtra,Kharif,canal,high,rice
96,55,50,27.12,83.35,5.73,1442.79,Maharashtra,Kharif,canal,high,rice
105,51,49,30.35,88.05,5.68,1190.8,Maharashtra,Kharif,canal,high,rice
101,51,46,28.01,88.39,5.51,1083.98,Maharashtra,Kharif,canal,high,rice
99,48,60,28.67,87.2,5.82,1189.21,Maharashtra,Kharif,canal,high,rice
92,54,52,29.0,84.51,5.86,1246.26,Maharashtra,Kharif,canal,high,rice
109,43,54,27.48,82.53,5.27,1207.94,Maharashtra,Kharif,canal,high,rice
113,58,52,29.79,84.9,6.19,1168.6,Maharashtra,Kharif,canal,high,rice
99,47,40,29.0,83.5,5.66,1077.5,Maharashtra,Kharif,canal,high,rice
101,59,60,25.56,84.17,5.59,1348.54,Maharashtra,Kharif,canal,high,rice
105,47,50,26.94,88.77,6.06,1308.73,Maharashtra,Kharif,canal,high,rice
82,50,60,29.05,80.69,5.81,1074.81,Maharashtra,Kharif,canal,high,rice
115,51,46,27.54,78.92,5.57,1229.56,Maharashtra,Kharif,canal,high,rice
109,40,48,28.68,81.61,5.97,1233.25,Maharashtra,Kharif,canal,high,rice
115,49,49,28.5,81.91,5.83,1168.03,Maharashtra,Kharif,canal,high,rice
101,54,53,26.63,85.32,6.35,1121.08,Maharashtra,Kharif,canal,high,rice
104,49,50,25.6,88.29,5.67,1353.26,Maharashtra,Kharif,canal,high,rice
98,47,56,28.66,85.49,6.13,1188.93,Maharashtra,Kharif,canal,high,rice
102,47,55,26.69,88.47,5.81,1227.56,Maharashtra,Kharif,canal,high,rice
108,50,49,27.46,87.09,5.7,1209.22,Maharashtra,Kharif,canal,high,rice
103,54,50,29.61,84.63,5.83,1203.62,Maharashtra,Kharif,canal,high,rice
93,45,47,28.83,84.92,5.75,1378.32,Maharashtra,Kharif,canal,high,rice
114,56,46,26.92,89.23,5.97,1191.55,Maharashtra,Kharif,canal,high,rice
108,55,47,27.76,87.16,5.55,1226.54,Maharashtra,Kharif,canal,high,rice
94,45,47,28.06,84.25,5.71,1231.44,Maharashtra,Kharif,canal,high,rice
94,52,56,27.41,84.53,6.01,971.44,Maharashtra,Kharif,canal,high,rice
107,65,49,27.36,86.74,6.39,1346.87,Maharashtra,Kharif,canal,high,rice
86,53,63,28.23,82.31,5.98,1064.91,Maharashtra,Kharif,canal,high,rice
112,45,50,26.5,83.72,6.35,1237.93,Maharashtra,Kharif,canal,high,rice
98,44,41,26.04,85.26,6.19,1154.96,Maharashtra,Kharif,canal,high,rice
114,46,49,28.56,74.63,6.53,522.23,Maharashtra,Summer,canal,high,rice
100,56,43,30.76,75.48,5.92,657.1,Maharashtra,Summer,canal,high,rice
116,60,50,29.29,67.63,6.19,544.98,Maharashtra,Summer,canal,high,rice
101,51,47,30.37,80.4,5.86,599.6,Maharashtra,Summer,canal,high,rice
110,51,57,30.22,70.09,5.36,530.52,Maharashtra,Summer,canal,high,rice
89,52,43,31.67,71.11,5.83,575.78,Maharashtra,Summer,canal,high,rice
107,46,45,31.58,72.3,5.83,662.42,Maharashtra,Summer,canal,high,rice
103,52,46,32.76,68.87,6.37,613.98,Maharashtra,Summer,canal,high,rice
109,54,56,28.88,74.94,6.45,609.91,Maharashtra,Summer,canal,high,rice
103,47,48,32.28,67.32,5.62,718.97,Maharashtra,Summer,canal,high,rice
107,61,48,30.17,68.58,5.94,521.51,Maharashtra,Summer,canal,high,rice
108,52,50,29.48,67.72,6.12,556.69,Maharashtra,Summer,canal,high,rice
106,60,57,27.99,69.03,6.03,620.9,Maharashtra,Summer,canal,high,rice
92,52,50,32.55,70.07,6.25,551.09,Maharashtra,Summer,canal,high,rice
95,54,55,28.72,71.09,5.49,614.43,Maharashtra,Summer,canal,high,rice
109,48,49,28.49,68.62,6.43,629.25,Maharashtra,Summer,canal,high,rice
95,48,42,28.65,75.99,5.86,735.29,Maharashtra,Summer,canal,high,rice
102,50,53,26.44,71.75,5.89,711.69,Maharashtra,Summer,canal,high,rice
110,44,56,29.65,67.68,5.96,613.17,Maharashtra,Summer,canal,high,rice
114,52,51,31.2,75.01,6.14,707.8,Maharashtra,Summer,canal,high,rice
107,51,56,29.88,71.12,6.42,719.61,Maharashtra,Summer,canal,high,rice
102,48,57,31.07,72.16,5.8,644.35,Maharashtra,Summer,canal,high,rice
102,47,51,30.35,69.62,6.17,700.18,Maharashtra,Summer,canal,high,rice
110,49,54,30.1,66.47,6.1,633.52,Maharashtra,Summer,canal,high,rice
122,57,54,30.33,71.6,5.6,523.56,Maharashtra,Summer,canal,high,rice
96,50,39,29.27,70.09,5.84,586.4,Maharashtra,Summer,canal,high,rice
100,59,53,29.25,70.75,5.89,580.2,Maharashtra,Summer,canal,high,rice
97,55,48,28.54,70.84,5.94,509.93,Maharashtra,Summer,canal,high,rice
102,54,52,32.97,75.59,6.33,788.34,Maharashtra,Summer,canal,high,rice
108,51,55,29.25,71.39,5.71,648.22,Maharashtra,Summer,canal,high,rice
98,47,52,29.82,63.93,5.46,558.08,Maharashtra,Summer,canal,high,rice
96,52,51,31.42,73.76,6.22,660.49,Maharashtra,Summer,canal,high,rice
104,55,55,30.5,75.66,5.2,608.06,Maharashtra,Summer,canal,high,rice
100,56,58,28.07,76.17,5.55,558.43,Maharashtra,Summer,canal,high,rice
101,48,42,30.87,73.49,6.22,599.72,Maharashtra,Summer,canal,high,rice
102,50,58,26.22,67.49,5.9,561.68,Maharashtra,Summer,canal,high,rice
101,49,47,30.09,73.3,5.83,598.56,Maharashtra,Summer,canal,high,rice
101,50,41,30.62,69.35,6.28,659.48,Maharashtra,Summer,canal,high,rice
111,45,48,28.34,68.41,6.28,711.77,Maharashtra,Summer,canal,high,rice
94,48,50,30.78,64.55,5.42,653.56,Maharashtra,Summer,canal,high,rice
88,48,51,30.55,70.48,5.79,674.27,Maharashtra,Summer,canal,high,rice
105,47,50,30.51,77.3,6.14,695.85,Maharashtra,Summer,canal,high,rice
98,47,49,29.81,67.3,6.28,676.53,Maharashtra,Summer,canal,high,rice
100,53,51,30.96,66.07,5.86,621.61,Maharashtra,Summer,canal,high,rice
107,47,38,28.56,70.78,5.92,723.22,Maharashtra,Summer,canal,high,rice
107,50,50,31.47,68.84,5.86,561.46,Maharashtra,Summer,canal,high,rice
113,52,46,29.85,72.87,5.82,593.82,Maharashtra,Summer,canal,high,rice
98,52,48,29.39,66.1,5.92,614.43,Maharashtra,Summer,canal,high,rice
100,51,54,30.94,73.03,5.83,591.93,Maharashtra,Summer,canal,high,rice
95,47,50,28.95,71.35,5.61,528.11,Maharashtra,Summer,canal,high,rice
109,48,46,28.54,72.55,6.31,601.49,Maharashtra,Summer,canal,high,rice
101,55,41,32.62,79.96,5.09,619.31,Maharashtra,Summer,canal,high,rice
97,49,48,31.08,70.59,5.63,614.96,Maharashtra,Summer,canal,high,rice
106,44,42,32.66,68.64,5.86,601.8,Maharashtra,Summer,canal,high,rice
107,59,53,27.98,65.92,5.78,609.35,Maharashtra,Summer,canal,high,rice
90,54,45,31.99,77.68,5.83,650.61,Maharashtra,Summer,canal,high,rice
93,53,48,28.55,69.94,5.76,606.03,Maharashtra,Summer,canal,high,rice
110,46,59,28.23,76.92,5.6,624.94,Maharashtra,Summer,canal,high,rice
99,48,54,32.0,75.37,5.78,635.75,Maharashtra,Summer,canal,high,rice
97,45,44,29.42,71.92,5.33,622.3,Maharashtra,Summer,canal,high,rice
114,56,47,28.14,72.69,5.2,689.76,Maharashtra,Summer,canal,high,rice
101,59,41,31.22,70.63,5.8,545.09,Maharashtra,Summer,canal,high,rice
107,53,59,31.34,68.82,5.6,545.17,Maharashtra,Summer,canal,high,rice
114,46,57,30.7,72.21,5.81,663.54,Maharashtra,Summer,canal,high,rice
102,48,53,29.81,68.07,6.08,621.27,Maharashtra,Summer,canal,high,rice
106,48,44,32.31,76.67,6.17,602.38,Maharashtra,Summer,canal,high,rice
100,57,48,29.16,77.86,5.89,728.16,Maharashtra,Summer,canal,high,rice
92,53,60,30.04,70.03,5.55,688.14,Maharashtra,Summer,canal,high,rice
97,50,44,32.08,75.23,5.89,557.67,Maharashtra,Summer,canal,high,rice
114,48,44,27.65,68.63,5.46,588.67,Maharashtra,Summer,canal,high,rice
108,48,52,29.04,71.24,6.48,604.67,Maharashtra,Summer,canal,high,rice
105,42,58,29.36,74.85,5.86,660.68,Maharashtra,Summer,canal,high,rice
